,content,sentimen,TF_IDF
476,"['orang', 'ngeles', 'kaya', 'bos', 'suka', 'ngeles', 'ciri', 'orang', 'inkompeten', 'coba', 'coba', 'fokus', 'maaf', 'salahgak', 'salah', 'maaf', 'tanda', 'orang', 'percaya', 'inkompeten', 'pupuk', 'jujur', 'bangsa', 'pakai', 'kelinci', 'coba', 'ngapain', 'boss', 'pilih', 'menteri', 'lihat', 'orang', 'matang', 'tuju', 'sabotase', 'negara', 'kali', 'mudah', 'asai', 'negara', 'via', 'soft', 'power', 'rakyat', 'makain', 'tolol', 'tinggal', 'jaman', 'metode', 'masyarakat', 'tahan', 'hilang', 'zaman', 'suharto', 'contoh', 'shittysuch', 'dck', 'orang', 'rakyat', 'sopan', 'santun', 'main', 'malu', 'salah', 'buang', 'sampah', 'sembarang', 'mikir', 'ujung', 'buang', 'situ', 'tong', 'sampah', 'jaman', 'tong', 'samapah', 'depan', 'mata', 'buang', 'bawah', 'kaki', 'mikir', 'rakyat', 'nasionalisme', 'kental', 'mapel', 'budipekerti', 'ppkn', 'dihapusdilemahkan', 'sendiri', 'bastrd', 'ganti', 'menteri', 'ganti', 'style', 'ulang', 'rakyat', 'bodoh', 'akhlak', 'logika', 'pinter', 'iya', 'hewan', 'laku', 'pupuk', 'jiwa', 'cheater', 'beban', 'guinea', 'pig', 'ganti', 'menteri', 'didik', 'sadar', 'nikmat', 'proses', 'suka', 'instan', 'nyontek', 'masal', 'tugas', 'copas', 'teman', 'masal', 'uji', 'dadak', 'sekolah', 'aliansi', 'mi', 'guru', 'rangkap', 'kgb', 'untung', 'generasi', 'parah', 'adik', 'smk', 'online', 'covid', 'tugas', 'copas', 'mulu', 'main', 'game', 'warkop', 'main', 'main', 'mending', 'masuk', 'sekolah', 'awas', 'habis', 'kelasentah', 'tidur', 'kelas', 'kakak', 'ikhlas', 'umur', 'habis', 'mainmain', 'profitable', 'ujung', 'risiko', 'tular', 'virus', 'normal', 'masak', 'sekolah', 'normal', 'mall', 'ramai', 'ibadah', 'ramai', 'mak', 'ramai', 'kantor', 'ramai', 'mini', 'mart', 'ramai', 'cafewarkop', 'ramai']",negatif,"[0.05046118955181537, 0.05276264613142962, 0.04791355970286709, 0.03475231174257765, 0.04657712702556176, 0.03912466139352222, 0.03682320481390797, 0.04657712702556176, 0.05422121858578125, 0.1513835686554461, 0.10740161352548666, 0.041672291242470495, 0.03066570675244973, 0.04443101513280433, 0.02130804106963501, 0.044916012107335805, 0.04657712702556176, 0.12309584874324661, 0.034613177800882695, 0.024551761934500323, 0.09582711940573418, 0.043130863696822126, 0.05600636699629493, 0.05276264613142962, 0.09196852649666397, 0.04791355970286709, 0.04274054238346667, 0.040730026957219424, 0.05600636699629493, 0.0410319495810822, 0.03564211682345945, 0.039624824249372886, 0.041672291242470495, 0.07439072987797422, 0.1537142815104207, 0.04354121005192253, 0.05276264613142962, 0.05422121858578125, 0.03214113906551788, 0.038885837688324765, 0.041672291242470495, 0.05600636699629493, 0.044916012107335805, 0.056553719409491846, 0.044916012107335805, 0.08708242010384507, 0.035334386576837074, 0.05152944069281155, 0.0729351814266826, 0.05276264613142962, 0.11201273399258986, 0.05422121858578125, 0.08402553631564172, 0.030018889979416968, 0.11462517271178042, 0.0410319495810822, 0.05152944069281155, 0.04043908580385242, 0.03937083466285624, 0.04236838225838753, 0.05600636699629493, 0.04274054238346667, 0.15748333865142497, 0.3091766441568693, 0.06155154444077449, 0.04274054238346667, 0.06644773969695196, 0.12310308888154899, 0.06132498620095776, 0.05046118955181537, 0.04867604114130169, 0.06155154444077449, 0.07641875716820053, 0.04657712702556176, 0.04354121005192253, 0.04657712702556176, 0.0410319495810822, 0.05600636699629493, 0.05746079504096026, 0.032883392933125616, 0.04657712702556176, 0.1030588813856231, 0.049518925266564304, 0.04721746868695006, 0.041672291242470495, 0.05600636699629493, 0.04543232027643638, 0.05422121858578125]"
477,"['paksaya', 'sjk', 'sklhin', 'ankank', 'murid', 'sllu', 'mngeluh', 'dskolah', 'guru', 'td', 'prnh', 'mnjlskn', 'materimsuk', 'kls', 'langsung', 'srh', 'krjain', 'tgasbgaimana', 'ankbs', 'mngerti', 'dn', 'phm', 'ttng', 'pljaran', 'dn', 'mteri', 'pjj', 'jg', 'tnpa', 'djlsin', 'ngsal', 'sruh', 'lsng', 'ngsih', 'tgas', 'sngt', 'bnarmnjdi', 'msalah', 'sriusmsak', 'ankhrs', 'nanya', 'gogelapalah', 'arti', 'sekolah', 'slma', 'thnank', 'pintar', 'tmbh', 'ilmu', 'ngandelin', 'les', 'luartolong', 'pakditinjau', 'kmbali', 'guruskrngwlaupun', 'luar', 'sekolah', 'jg', 'thapakh', 'sprti', 'anksy', 'almi', 'slma', 'initrimksih']",negatif,"[0.3684629407650982, 0.6942453438346002, 0.16152474956908106, 0.28118777883859647, 0.5027549813697403, 0.3319815102093116, 0.24727425166014846, 0.3684629407650982, 0.30252804768639463, 0.2233660794350118, 0.2558278795284524, 0.23659315460769104, 0.26896923772349896, 0.7672082049461734, 0.3684629407650982]"
478,"['manipulatuve', 'nadiem', 'makarim']",negatif,"[2.3617642947635553, 1.2130424480167417]"
479,"['ken', 'kasih', 'cungar', 'cengir', 'sakit', 'hati', 'guru', 'honorerr']",negatif,"[0.6137940483625082, 1.0418072810617625, 0.848791101853045, 1.3190661532857406, 1.2882360173202887]"
480,"['paham', 'bgt', 'detail', 'kait', 'pop', 'tambah', 'jurus', 'cari', 'mas', 'nadiem', 'daerah', 'indonesia', 'kultur']",positif,"[0.4856879816303031, 0.462841215422948, 0.43177309781185197, 0.287394869267596, 0.5444722693507624, 0.5444722693507624, 0.2908822208923638, 0.22055317236668032, 0.4248652880865863, 0.5627150598473216, 0.477417819975237]"
481,"['tolong', 'mentrikasihan', 'anakharus', 'ajar', 'sekolah', 'ajar', 'daring', 'efektif']",negatif,"[0.8488161927611195, 0.6945970884134418, 0.8202257221428383, 0.4258679597288733, 0.7789196948254081]"
482,"['didik', 'parah', 'solusi', 'anak', 'anak', 'daring', 'malam', 'bagi', 'hape', 'bagi', 'nasib', 'orang', 'hape', 'sinyal']",negatif,"[0.3896582885567336, 0.8431690836955367, 0.29768446646290364, 0.19025036669316972, 1.0412111352840923, 0.4421332613086098, 0.42779964020417044, 0.20468780841389358, 0.4600842919001031, 0.39670549225718144, 0.3610632661058252]"
483,"['serah', 'benci', 'gw', 'orang', 'pintar']",positif,"[1.1804367171737515, 0.9160855491772875, 0.5731258635589022, 0.9721459422081191, 1.3555304646445314]"
484,"['pikir', 'bagus', 'selaras', 'nadiem', 'era', 'pandemi', 'covid', 'survive', 'didik', 'indonesia']",positif,"[0.603967771770918, 0.479151668007027, 0.33293814171304703, 0.7098800043193184, 0.39516794524294446, 0.3032606120041854, 0.448912461257502, 0.5285258940371356]"
485,"['im', 'support', 'you']",positif,"[2.1470600288671475, 1.8512922972001802, 1.6301942247300922]"
486,"['masuk', 'sekolah', 'utama', 'umur', 'alasany', 'jelasin']",netral,"[1.0044105957974339, 0.63880193959331, 1.4755458964671893, 1.3884692229001352]"
487,['wow'],positif,[6.777652323222656]
488,"['guru', 'ngajar', 'pusing', 'anak', 'ngerti', 'keluh', 'tenaga', 'didik']",negatif,"[0.34095100248714194, 0.33293814171304703, 0.38362128022656755, 0.7486493703572983, 0.8244163458035878, 0.7605631428328389, 0.7277676097744025, 0.7185041132551873]"
489,"['sulit', 'transisi', 'semangat', 'nadiem', 'sadar', 'sadar', 'syukur', 'covid', 'hadir', 'nadiem', 'hadir', 'menteri', 'passion', 'bidang', 'didik', 'beliau', 'erti', 'teknologi']",positif,"[0.2952820238629578, 0.31153222248814355, 0.22548313788565977, 0.15667677257084567, 0.31713870365310387, 0.7973708615556067, 0.1386120573762055, 0.28542175247452745, 0.39868543077780333, 0.6285373879921569, 0.21373529673825836, 0.25871212877014604, 0.33406117850320866, 0.3201559562641363]"
490,"['tuju', 'menteri', 'sekolah', 'buka', 'situasi', 'amandr', 'pd', 'maksa', 'masuk', 'ahirnya', 'timbul', 'tunggu', 'perintah', 'tugas', 'covid', 'sekolah', 'buka']",positif,"[0.6161636309204425, 0.29486256492740126, 0.30904941409151815, 0.18126192118426876, 0.4607073048352605, 0.34737609421145127, 0.3931088859035754, 0.42722129935388775, 0.27625382231230894, 0.3161864705108232, 0.44215637738780755]"
491,"['what', 'humble', 'man', 'you', 'are', 'mas', 'nadiem', 'moga', 'tantang', 'semangat', 'mencarimenemukan', 'terobos', 'maju', 'didik', 'anak', 'bangsa', 'god', 'bless', 'you']",positif,"[0.15153377888317418, 0.3438814254622521, 0.2413354982123448, 0.3664072648015946, 0.1479725074280209, 0.38893310414093696, 0.38893310414093696, 0.2413354982123448, 0.3380280634812617, 0.1777613572120001, 0.19726712937251548, 0.1347824942240824, 0.2018611135861329, 0.3504249274431622, 0.3664072648015946, 0.3765362401790365, 0.5433980749100308]"
492,"['mana', 'ubah', 'fase', 'hancur', 'fase', 'pulih', 'fase', 'lupa', 'nama']",netral,"[2.7331792301207427, 0.7737332072900672, 0.8244163458035878, 0.6191378788964513, 0.7277676097744025, 0.6191378788964513]"
493,"['sekolah', 'dana', 'kpd', 'orang tua', 'murid', 'edukasi', 'tambah', 'seminar']",netral,"[0.687089809720074, 0.847206540402832, 0.8244163458035878, 0.530494438658153, 0.3582036647243138, 0.319400969796655, 0.6564495024659509, 0.4468632350355424]"
494,"['cocok', 'menteri', 'umkm', 'laku', 'usaha', 'indonesia', 'kembang', 'rata', 'pesat']",netral,"[0.8692150203803872, 0.45162050884907934, 0.8020716447738536, 0.7075861473102301, 0.33662928219935623, 0.8842665226172196, 0.6902488820239062]"
495,"['lanjur', 'benci', 'mendikbud']",negatif,"[2.9510917929343785, 2.7769384458002704]"
496,"['anak', 'tetangga', 'dapet', 'tugas', 'olahraga', 'guru', 'anak', 'panggil', 'emak', 'dek', 'pake', 'baju', 'olahraga', 'loncat', 'loncat', 'mma', 'videoin', 'tugas', 'kelar', 'video', 'bberapa', 'detik', 'menit', 'baju', 'lepas', 'anak', 'main', 'pr', 'anak']",negatif,"[0.6061351155326967, 0.3664072648015946, 0.3664072648015946, 0.17049834676736333, 0.3504249274431622, 0.2668650720667026, 0.3664072648015946, 0.7778662082818739, 0.33273305349213256, 0.3578433381445246, 0.3504249274431622, 0.39903329889555733, 0.2808269847489751]"
497,"['fully', 'support', 'for', 'nadiem', 'thiss', 'like', 'nadiems', 'luckiness', 'to', 'be', 'inds', 'education', 'mister', 'in', 'this', 'special', 'situation', 'no', 'matter', 'how', 'much', 'the', 'pros', 'and', 'cons', 'come', 'in', 'sudden', 'later', 'it', 'would', 'proove', 'your', 'capability', 'semangat', 'nadiem']",positif,"[0.28939091140604506, 0.3578433381445246, 0.3664072648015946, 0.2968093221074074, 0.604739028498924, 0.29951988678348695, 0.3504249274431622, 0.3664072648015946, 0.2695649884481648, 0.3578433381445246, 0.2018611135861329, 0.30854871620003005, 0.25205236855259433, 0.29951988678348695, 0.2917553344293115, 0.3234522710108455]"
498,"['saran', 'menteri', 'mohon', 'videoconfrence', 'guru', 'indonesia', 'kondisi', 'real', 'kondisi', 'didik', 'tiap', 'lembaga', 'temu', 'kepala', 'sekolah', 'guru', 'orang', 'tua', 'alami', 'resah', 'sulit', 'kurikulum', 'darurat', 'sistem', 'bdr', 'jalan', 'salah', 'bijak', 'jajar', 'konsep', 'kurikulum', 'dasar', 'masuk', 'guru', 'kur', 'darurat', 'standar', 'capai', 'guru', 'kampung', 'sulit', 'bijak', 'satu', 'sisi', 'anak', 'didik', 'ajar', 'didik', 'layak', 'batas', 'konds', 'mohon', 'sering', 'blusukkan', 'virtual', 'pimpin', 'guru', 'tiap', 'lembaga', 'harap', 'konsep', 'mekanisme', 'didik', 'masa', 'pandemi']",negatif,"[0.04715645515339553, 0.12551208005967882, 0.05051125962772473, 0.09893644070246914, 0.15899058049757983, 0.23856222542968308, 0.09725177814310383, 0.19729667657069452, 0.2841639112789389, 0.09233134914804816, 0.05854339929525103, 0.12964436804697899, 0.07980653318057478, 0.11462714182075069, 0.10929969603460661, 0.18002702633483686, 0.2336166182954415, 0.1722007636064218, 0.11680830914772075, 0.22535204232084113, 0.10516740804730643, 0.07440078487388399, 0.043637129173990624, 0.18856493961675658, 0.05306720958878723, 0.06650554981592621, 0.09360899491632504, 0.11680830914772075, 0.07690710613073143, 0.10781742367028184, 0.10929969603460661, 0.04731866219209704, 0.10781742367028184, 0.07918919206450825, 0.12551208005967882, 0.16289282181824008, 0.09983996226116232, 0.06620196074600629, 0.12213575493386486]"
499,"['temu', 'teman', 'tambah', 'guru', 'model', 'minggu', 'tugas', 'ppt', 'tambah', 'ulang', 'fisika', 'matematika', 'otak', 'komputer']",negatif,"[0.5385227595797589, 0.23607463398558004, 0.5918417734689856, 0.49547539127703416, 0.40738829094603396, 0.49547539127703416, 0.40396892459443134, 0.8079378491888627, 0.4186654812684859, 0.4147198432386743, 0.27625382231230894, 0.4761435121785029]"
500,"['sekolah', 'pilih', 'mudah', 'guru']",negatif,"[0.7672425604531351, 1.1041995805261586, 1.2303385832142575, 0.63880193959331]"
501,"['salut', 'karya', 'mas', 'menteri']",positif,"[1.694413080805664, 0.7999261074540005, 0.5891012438488734, 1.2549486014175708]"
502,"['omdokenyataannya', 'didik', 'ajang', 'bisnis', 'bisnis', 'milenial']",negatif,"[4.205099129317947, 0.8878350445681253]"
503,"['krisis', 'ajar', 'krisis', 'didik']",netral,"[0.6366121445708397, 0.6658762834260941, 2.4765515155858053]"
504,"['nadiem', 'moga', 'sehat', 'kuat']",positif,"[1.4755458964671893, 0.8877020821763197, 0.6065212240083708, 0.9609488633466883]"
505,"['nadiem', 'makarim']",positif,"[2.3617642947635553, 1.2130424480167417]"
506,"['binar', 'mata', 'semangat', 'laku', 'anak', 'indonesia', 'salut']",positif,"[0.45460133664952257, 0.5268905936572592, 0.8255171718619351, 0.8681727342181352, 0.8366324009450472, 0.6055833407583987]"
507,"['mas', 'menteri', 'mmg', 'smart', 'alam', 'gaul']",positif,"[0.8826746303830735, 1.1667993124228109, 0.5332840716360003, 0.3927341625659156, 1.0992217944047837, 0.9357502522361625]"
508,"['mas', 'menteri', 'rebah', 'enak', 'bgt', 'lho', 'hidup', 'anak', 'konglomerat', 'anwar', 'makarim', 'founder', 'usaha', 'decacorn', 'rela', 'lepas', 'pikir', 'masadepan', 'bangsa', 'gitu', 'caci', 'moga', 'beliau', 'sehat', 'jaga', 'fitnah']",positif,"[0.16044753058218444, 0.25553170398954156, 0.2952820238629578, 0.31426869399607843, 0.3710381584692306, 0.3302647949068809, 0.28949143134453115, 0.32669864068238474, 0.3710381584692306, 0.27785462291335944, 0.18821790763623542, 0.1386120573762055, 0.20887107815913405, 0.24871806778218145, 0.41181152203158033, 0.22610561490510311, 0.2842201278921967]"
509,"['cari', 'suami', 'pk', 'menteri', 'nadiem', 'makarimmudacoolganteng', 'smartsuksesbijaksanalaki', 'hmpr', 'perfeck']",positif,"[1.272813342413107, 0.5891012438488734, 0.6065212240083708, 1.5474664145801345]"
510,['nice'],positif,[6.777652323222656]
511,"['gw', 'anak', 'gw', 'bodohtapi', 'sesal', 'gw', 'umur', 'hidup', 'anak', 'gw', 'psikologi', 'ganggu', 'covidhave', 'fun', 'my', 'boyjust', 'enjoy', 'it']",netral,"[0.4959287308903883, 0.6364359885942605, 1.66561008941325, 0.44739584844154817, 0.49012345110025146, 0.5627150598473216, 0.536562144169887]"
512,"['sistem', 'asrama', 'pondok', 'pesantren', 'siswa', 'guru', 'asrama', 'proses', 'tatap', 'muka', 'resiko', 'sebar', 'covid', 'minim', 'minim', 'siswa', 'guru', 'lingkung', 'interaksi', 'just', 'for', 'my', 'opini']",netral,"[0.6667424642416062, 0.18253396876458172, 0.2544079903777778, 0.2922828801726229, 0.2897383401267957, 0.2851997601361136, 0.6281267396598764, 0.178223777929304, 0.2947555075390732, 0.3470703784280308, 0.3140633698299382, 0.2544079903777778, 0.2810563612318456, 0.3333712321208031, 0.2036293510230212, 0.36709435642890487, 0.17686959053308812]"
513,"['sekolah', 'protokol', 'ketat', 'sekolah', 'gw', 'kemarin', 'foto', 'kartu', 'serta', 'murid', 'masuk', 'make', 'masker']",negatif,"[0.5496108972023919, 0.38170231215720307, 0.5648043602685546, 0.5070420952218926, 0.5070420952218926, 0.5496108972023919, 0.3348035319324779, 0.3536629591054353, 0.4183162004725236, 0.4258679597288733, 0.46787512611808124]"
514,"['subhanallah', 'suara', 'menteri', 'wise', 'banget', 'enak', 'banget', 'denger', 'adem']",positif,"[1.436517597250346, 1.0992217944047837, 1.0512747823294868, 0.3927341625659156, 1.1296087205371093]"
515,"['hebat', 'apa', 'menteri', 'guru', 'harga', 'lantar', 'trutama', 'guru', 'honorer', 'didik', 'negara', 'kembang']",negatif,"[0.5091253369652428, 0.26635051337043764, 0.6137940483625082, 0.6084505142662712, 0.5209036405308812, 0.5989194962858386, 0.5614501513416975, 0.23564049753954938, 0.4558448839167662]"
516,"['negara', 'sistem', 'diupgrade', 'mulu', 'cari', 'solusi', 'baik', 'lempar', 'lihat', 'beda', 'sistem', 'jalan', 'cacat', 'rubah', 'sistem', 'sistem', 'dar', 'formalitas', 'jabat', 'kerja']",negatif,"[0.24652743619790252, 0.31593035784259704, 0.31820333560327674, 0.35925205662759363, 0.32822475123297545, 0.2693470494844399, 0.2535223059606516, 0.3255647753318007, 0.4025737554125902, 0.28490305244797887, 0.38028157141641944, 1.0690540928708614, 0.31593035784259704]"
517,"['pjj', 'lupa', 'email', 'gmna', 'pw']",netral,"[3.297665383214351, 2.247634968773065]"
518,"['bener', 'banget', 'sepi', 'ajar', 'bantu', 'kk', 'mnjadi', 'single', 'parents', 'stress', 'ajar', 'ajar', 'tampung', 'kadang', 'tinggal', 'tugas', 'problem', 'rugi', 'sayadan', 'masuk', 'materi', 'pjj', 'erti']",negatif,"[0.4774591084281298, 0.2693470494844399, 0.301983885885459, 0.31820333560327674, 0.33695987263142285, 0.4122081729017939, 0.25110264894935846, 0.2936381738464263, 0.2809543710966331, 0.4122081729017939, 0.3688864741167973, 0.39422804337355755, 0.3205621061022047, 0.224456230628751]"
519,"['anak', 'sd', 'kasih', 'tugas', 'rumah', 'eh', 'orang', 'tua', 'pinter', 'hahaha']",netral,"[0.2727608019897136, 0.6777652323222657, 0.6441180086601443, 0.4243955509265225, 0.2865629317794511, 0.5296047782298441, 0.40176423831897357, 0.4398106189092483, 0.357490588028434, 0.35912996900600164]"
520,"['mendikbud', 'menkes', 'progress', 'vaksin', 'vaksin', 'siswa', 'ajar', 'kurang', 'resiko', 'mohon', 'timbang', 'seksama']",positif,"[0.2829387309203732, 0.5787818228120901, 0.6170974324000601, 0.5656948188502697, 0.6557981762076396, 0.42827674916705566, 0.6760561269625234, 1.3521122539250467]"
521,"['moga', 'cepat', 'sekolah', 'ajar', 'jalan', 'max']",netral,"[0.5092897156566718, 0.925178023992639, 0.8619105583502077, 0.7101616657410559, 0.511041551674648]"
522,"['moga', 'amanah']",positif,[3.550808328705279]
523,"['mas', 'dediank', 'tk', 'diskon', 'malahn', 'sebelumny', 'pengembalianpdhl', 'eskul', 'byr', 'covid', 'jalan', 'fullnyeseknya', 'sekolah', 'diskon', 'sedikittitip', 'tanyain', 'mentritk', 'mending', 'sekolah', 'or', 'privat', 'drmh', 'siy']",negatif,"[0.425912593784024, 1.619661765997477, 0.47883919908344863, 0.3555227144240002, 0.623833501490775, 0.5678239463051644, 0.6557981762076396]"
524,"['always', 'support', 'nadiem', 'makarim', 'for', 'his', 'policy']",positif,"[1.1296087205371093, 0.8904279663222222, 1.1667993124228109, 0.7872547649211851, 0.4043474826722472, 0.9256461486000901]"
525,"['libur', 'bos', 'covid', 'selesai', 'masuk', 'ajar', 'online', 'kali', 'lipat', 'pengeluaranya']",netral,"[0.31830607228541985, 0.7277676097744025, 0.479151668007027, 0.6364066712065535, 0.7377729482335946, 0.5022052978987169, 0.46904515592839013, 0.6620059727873051]"
526,"['hilang', 'un', 'basmi', 'mafia', 'didik', 'akar']",negatif,"[0.8878350445681253, 1.7971193207009217, 1.9963983209527953]"
527,"['cerah', 'info', 'guru', 'slrh', 'indonesia']",positif,"[1.02299008060418, 1.0537811873145184, 2.3335986248456217]"
528,"['may', 'be', 'can', 'be', 'good']",positif,"[3.2205900433007217, 1.6488326916071756, 1.3240119455746102]"
529,"['nadiem', 'juang', 'usaha', 'tunjuk', 'harap', 'baik', 'anak', 'indonesiasmg', 'allah', 'swt', 'all', 'jalan', 'mudah', 'berkerjasama', 'satu', 'gerak', 'lawan', 'pandemi', 'nadiem', 'bukti', 'kerja', 'ikhlas', 'kerja', 'keras', 'anak', 'anak', 'indonesia', 'semangat']",positif,"[0.28005130811310625, 0.2167779501736783, 0.3557749591170177, 0.17149734692028, 0.26912459384002335, 0.26454370185490045, 0.2167779501736783, 0.13744972008450243, 0.1873718605109147, 0.23026294705645395, 0.28005130811310625, 0.35272668655395006, 0.19203470965672323, 0.2109639040029116, 0.1561434647852181, 0.2566166776464677, 0.1579782628065388, 0.2742455953903009, 0.210075746702928]"
