,Nama,Komentar,Sentimen,Time,hasil_sentimen,hasil_komentar,tokenizing,normalisasi,stopword,stemmed,preprocessing
1311,Anita Lestari,"Fully support for Pak Nadiem. \nThis's like Pak Nadiem's luckiness to be Ind.'s Education Minister in this 'special situation'. No matter how much the pros and cons come in sudden, later it would proove your capability. Tetap semangat, Pak Nadiem.",positif,2020-08-19T08:53:13Z,positif,"Fully support for Pak Nadiem. \nThis's like Pak Nadiem's luckiness to be Ind.'s Education Minister in this 'special situation'. No matter how much the pros and cons come in sudden, later it would proove your capability. Tetap semangat, Pak Nadiem.","['fully', 'support', 'for', 'pak', 'nadiem', 'thiss', 'like', 'pak', 'nadiems', 'luckiness', 'to', 'be', 'inds', 'education', 'minister', 'in', 'this', 'special', 'situation', 'no', 'matter', 'how', 'much', 'the', 'pros', 'and', 'cons', 'come', 'in', 'sudden', 'later', 'it', 'would', 'proove', 'your', 'capability', 'tetap', 'semangat', 'pak', 'nadiem']","['fully', 'support', 'for', 'pak', 'nadiem', 'thiss', 'like', 'pak', 'nadiems', 'luckiness', 'to', 'be', 'inds', 'education', 'minister', 'in', 'this', 'special', 'situation', 'no', 'matter', 'how', 'much', 'the', 'pros', 'and', 'cons', 'come', 'in', 'sudden', 'later', 'it', 'would', 'proove', 'your', 'capability', 'tetap', 'semangat', 'pak', 'nadiem']","['fully', 'support', 'for', 'nadiem', 'thiss', 'like', 'nadiems', 'luckiness', 'to', 'be', 'inds', 'education', 'minister', 'in', 'this', 'special', 'situation', 'no', 'matter', 'how', 'much', 'the', 'pros', 'and', 'cons', 'come', 'in', 'sudden', 'later', 'it', 'would', 'proove', 'your', 'capability', 'semangat', 'nadiem']","['fully', 'support', 'for', 'nadiem', 'thiss', 'like', 'nadiems', 'luckiness', 'to', 'be', 'inds', 'education', 'mister', 'in', 'this', 'special', 'situation', 'no', 'matter', 'how', 'much', 'the', 'pros', 'and', 'cons', 'come', 'in', 'sudden', 'later', 'it', 'would', 'proove', 'your', 'capability', 'semangat', 'nadiem']",fully support for nadiem thiss like nadiems luckiness to be inds education mister in this special situation no matter how much the pros and cons come in sudden later it would proove your capability semangat nadiem
1312,Min Bie,Fighting Mas Mentri!!!!!!!!!,positif,2020-08-19T08:52:42Z,positif,Fighting Mas Mentri!!!!!!!!!,"['fighting', 'mas', 'mentri']","['fighting', 'mas', 'menteri']","['fighting', 'mas', 'menteri']","['fighting', 'mas', 'menteri']",fighting mas menteri
1313,Jasa Buat Logo !,FAKTA NYA DI LAPANGAN,netral,2020-08-19T08:50:08Z,netral,FAKTA NYA DI LAPANGAN,"['fakta', 'nya', 'di', 'lapangan']","['fakta', 'nya', 'di', 'lapangan']","['fakta', 'lapangan']","['fakta', 'lapang']",fakta lapang
1314,JustIndahna,emng bener tuh jurus nya sukses. kata siapa? mau diambil..yg selama ini gk sukses alias gagal maning?trus yg selama ini dilibatkan dikecilkan gitu..yg baru yg blm pasti berhasil digedein..which isss...konglomerat,negatif,2020-08-19T08:43:57Z,negatif,emng bener tuh jurus nya sukses. kata siapa? mau diambil..yg selama ini gk sukses alias gagal maning?trus yg selama ini dilibatkan dikecilkan gitu..yg baru yg blm pasti berhasil digedein..which isss...konglomerat,"['emng', 'bener', 'tuh', 'jurus', 'nya', 'sukses', 'kata', 'siapa', 'mau', 'diambilyg', 'selama', 'ini', 'gk', 'sukses', 'alias', 'gagal', 'maningtrus', 'yg', 'selama', 'ini', 'dilibatkan', 'dikecilkan', 'gituyg', 'baru', 'yg', 'blm', 'pasti', 'berhasil', 'digedeinwhich', 'issskonglomerat']","['emng', 'bener', 'tuh', 'jurus', 'nya', 'sukses', 'kata', 'siapa', 'mau', 'diambilyg', 'selama', 'ini', 'gak', 'sukses', 'alias', 'gagal', 'maningtrus', 'yang', 'selama', 'ini', 'dilibatkan', 'dikecilkan', 'gituyg', 'baru', 'yang', 'belum', 'pasti', 'berhasil', 'digedeinwhich', 'issskonglomerat']","['emng', 'bener', 'jurus', 'sukses', 'diambilyg', 'sukses', 'alias', 'gagal', 'maningtrus', 'dilibatkan', 'dikecilkan', 'gituyg', 'berhasil', 'digedeinwhich', 'issskonglomerat']","['emng', 'bener', 'jurus', 'sukses', 'diambilyg', 'sukses', 'alias', 'gagal', 'maningtrus', 'libat', 'kecil', 'gituyg', 'hasil', 'digedeinwhich', 'issskonglomerat']",emng bener jurus sukses diambilyg sukses alias gagal maningtrus libat kecil gituyg hasil digedeinwhich issskonglomerat
1315,remon Delfianto,Emang yg lu lakuin terbaik.lu itu gk ahli broo..udah mundur aja lu dieeemm.gak pantess.,negatif,2020-08-19T08:43:47Z,negatif,Emang yg lu lakuin terbaik.lu itu gk ahli broo..udah mundur aja lu dieeemm.gak pantess.,"['emang', 'yg', 'lu', 'lakuin', 'terbaiklu', 'itu', 'gk', 'ahli', 'brooudah', 'mundur', 'aja', 'lu', 'dieeemmgak', 'pantess']","['emang', 'yang', 'kamu', 'lakuin', 'terbaiklu', 'itu', 'gak', 'ahli', 'brooudah', 'mundur', 'aja', 'kamu', 'dieeemmgak', 'pantess']","['emang', 'lakuin', 'terbaiklu', 'ahli', 'brooudah', 'mundur', 'dieeemmgak', 'pantess']","['emang', 'lakuin', 'terbaiklu', 'ahli', 'brooudah', 'mundur', 'dieeemmgak', 'pantess']",emang lakuin terbaiklu ahli brooudah mundur dieeemmgak pantess
1316,Salma Safyra,"Emang orang gila, ??????",negatif,2020-08-19T08:42:33Z,negatif,"Emang orang gila, ??????","['emang', 'orang', 'gila']","['emang', 'orang', 'gila']","['emang', 'orang', 'gila']","['emang', 'orang', 'gila']",emang orang gila
1317,feel sick,Emang minat belajar nya juga sih masih banyak yang menyepelekan belajar :) ga usah naif lah.,negatif,2020-08-19T08:41:00Z,negatif,Emang minat belajar nya juga sih masih banyak yang menyepelekan belajar :) ga usah naif lah.,"['emang', 'minat', 'belajar', 'nya', 'juga', 'sih', 'masih', 'banyak', 'yang', 'menyepelekan', 'belajar', 'ga', 'usah', 'naif', 'lah']","['emang', 'minat', 'belajar', 'nya', 'juga', 'sih', 'masih', 'banyak', 'yang', 'menyepelekan', 'belajar', 'tidak', 'usah', 'naif', 'lah']","['emang', 'minat', 'belajar', 'menyepelekan', 'belajar', 'naif']","['emang', 'minat', 'ajar', 'sepele', 'ajar', 'naif']",emang minat ajar sepele ajar naif
1318,Nino Media,"Emang gila mas Mentri. Pinter tapi mau mendengar. Statement nya jelas, ga bisa digiring kesana kesini. \n\nBukan kaleng kaleng banget ini mah ??????",positif,2020-08-19T08:40:51Z,positif,"Emang gila mas Mentri. Pinter tapi mau mendengar. Statement nya jelas, ga bisa digiring kesana kesini. \n\nBukan kaleng kaleng banget ini mah ??????","['emang', 'gila', 'mas', 'mentri', 'pinter', 'tapi', 'mau', 'mendengar', 'statement', 'nya', 'jelas', 'ga', 'bisa', 'digiring', 'kesana', 'kesini', 'bukan', 'kaleng', 'kaleng', 'banget', 'ini', 'mah']","['emang', 'gila', 'mas', 'menteri', 'pinter', 'tapi', 'mau', 'mendengar', 'statement', 'nya', 'jelas', 'tidak', 'bisa', 'digiring', 'kesana', 'kesini', 'bukan', 'kaleng', 'kaleng', 'banget', 'ini', 'mah']","['emang', 'gila', 'mas', 'menteri', 'pinter', 'mendengar', 'statement', 'digiring', 'kesana', 'kesini', 'kaleng', 'kaleng', 'banget', 'mah']","['emang', 'gila', 'mas', 'menteri', 'pinter', 'dengar', 'statement', 'giring', 'kesana', 'kesini', 'kaleng', 'kaleng', 'banget', 'mah']",emang gila mas menteri pinter dengar statement giring kesana kesini kaleng kaleng banget mah
1319,BelBro,"Emang gila lah, gara gara sekolah online gw jadi goblok seketika, padahal biasanya nilai gw bagus",negatif,2020-08-19T08:37:51Z,negatif,"Emang gila lah, gara gara sekolah online gw jadi goblok seketika, padahal biasanya nilai gw bagus","['emang', 'gila', 'lah', 'gara', 'gara', 'sekolah', 'online', 'gw', 'jadi', 'goblok', 'seketika', 'padahal', 'biasanya', 'nilai', 'gw', 'bagus']","['emang', 'gila', 'lah', 'gara', 'gara', 'sekolah', 'online', 'gw', 'jadi', 'goblok', 'seketika', 'padahal', 'biasanya', 'nilai', 'gw', 'bagus']","['emang', 'gila', 'gara', 'gara', 'sekolah', 'online', 'gw', 'goblok', 'nilai', 'gw', 'bagus']","['emang', 'gila', 'gara', 'gara', 'sekolah', 'online', 'gw', 'goblok', 'nilai', 'gw', 'bagus']",emang gila gara gara sekolah online gw goblok nilai gw bagus
1320,Can Dra,Emang bkn bidang nya \nJd mentri...,negatif,2020-08-19T08:35:59Z,negatif,Emang bkn bidang nya \nJd mentri...,"['emang', 'bkn', 'bidang', 'nya', 'jd', 'mentri']","['emang', 'bukan', 'bidang', 'nya', 'jadi', 'menteri']","['emang', 'bidang', 'menteri']","['emang', 'bidang', 'menteri']",emang bidang menteri
1321,Yudi Su,"Ekspetasi sekolah daring = anak belajar dirumah\nRealita sekolah daring = disuruh kerja dirumah, malam belajar sebentar ketiduran. \n\nItu realita didesa",negatif,2020-08-19T08:35:07Z,negatif,"Ekspetasi sekolah daring = anak belajar dirumah\nRealita sekolah daring = disuruh kerja dirumah, malam belajar sebentar ketiduran. \n\nItu realita didesa","['ekspetasi', 'sekolah', 'daring', 'anak', 'belajar', 'dirumah', 'realita', 'sekolah', 'daring', 'disuruh', 'kerja', 'dirumah', 'malam', 'belajar', 'sebentar', 'ketiduran', 'itu', 'realita', 'didesa']","['ekspetasi', 'sekolah', 'daring', 'anak', 'belajar', 'dirumah', 'realita', 'sekolah', 'daring', 'disuruh', 'kerja', 'dirumah', 'malam', 'belajar', 'sebentar', 'ketiduran', 'itu', 'realita', 'didesa']","['ekspetasi', 'sekolah', 'daring', 'anak', 'belajar', 'dirumah', 'realita', 'sekolah', 'daring', 'disuruh', 'kerja', 'dirumah', 'malam', 'belajar', 'sebentar', 'ketiduran', 'realita', 'didesa']","['ekspetasi', 'sekolah', 'daring', 'anak', 'ajar', 'rumah', 'realita', 'sekolah', 'daring', 'suruh', 'kerja', 'rumah', 'malam', 'ajar', 'sebentar', 'tidur', 'realita', 'desa']",ekspetasi sekolah daring anak ajar rumah realita sekolah daring suruh kerja rumah malam ajar sebentar tidur realita desa
1322,Dian Maya Sari,Eh jangan salah loh om sejak pembelajaran jarak jauh nilai anak2 bagus2 semua karena apa?krn emak n saudara2 nya pd ikut ngerjain tugas jd yg biasa anak2 nya di sekolah sebelum pandemi nilai nya pas2 an sejak pandemi nilai nya luar biasa loh wkwkkwk n tu seh ga fair buat yg biasa juara2 kelas nya.jd jangan blg pjj bikin anak bodoh hehe kl gw pribadi seh sebagai ortu merasa aman aja dgn kondisi bgni lebih enak daring wlw pun sedikit merasa di rugikan utk anak2 yg mendapatkan nilai bagus yg ga murni krn banyak bantuan drmh.mgkn perlu di modalin aja x para guru buat belajar yg guru nya bisa mengawasi secara langsung saat2 ad ulangan biar nilai nya murni.seperti zoom dll,netral,2020-08-19T08:33:50Z,netral,Eh jangan salah loh om sejak pembelajaran jarak jauh nilai anak2 bagus2 semua karena apa?krn emak n saudara2 nya pd ikut ngerjain tugas jd yg biasa anak2 nya di sekolah sebelum pandemi nilai nya pas2 an sejak pandemi nilai nya luar biasa loh wkwkkwk n tu seh ga fair buat yg biasa juara2 kelas nya.jd jangan blg pjj bikin anak bodoh hehe kl gw pribadi seh sebagai ortu merasa aman aja dgn kondisi bgni lebih enak daring wlw pun sedikit merasa di rugikan utk anak2 yg mendapatkan nilai bagus yg ga murni krn banyak bantuan drmh.mgkn perlu di modalin aja x para guru buat belajar yg guru nya bisa mengawasi secara langsung saat2 ad ulangan biar nilai nya murni.seperti zoom dll,"['eh', 'jangan', 'salah', 'loh', 'om', 'sejak', 'pembelajaran', 'jarak', 'jauh', 'nilai', 'anak', 'bagus', 'semua', 'karena', 'apakrn', 'emak', 'saudara', 'nya', 'pd', 'ikut', 'ngerjain', 'tugas', 'jd', 'yg', 'biasa', 'anak', 'nya', 'di', 'sekolah', 'sebelum', 'pandemi', 'nilai', 'nya', 'pas', 'an', 'sejak', 'pandemi', 'nilai', 'nya', 'luar', 'biasa', 'loh', 'wkwkkwk', 'tu', 'seh', 'ga', 'fair', 'buat', 'yg', 'biasa', 'juara', 'kelas', 'nyajd', 'jangan', 'blg', 'pjj', 'bikin', 'anak', 'bodoh', 'hehe', 'kl', 'gw', 'pribadi', 'seh', 'sebagai', 'ortu', 'merasa', 'aman', 'aja', 'dgn', 'kondisi', 'bgni', 'lebih', 'enak', 'daring', 'wlw', 'pun', 'sedikit', 'merasa', 'di', 'rugikan', 'utk', 'anak', 'yg', 'mendapatkan', 'nilai', 'bagus', 'yg', 'ga', 'murni', 'krn', 'banyak', 'bantuan', 'drmhmgkn', 'perlu', 'di', 'modalin', 'aja', 'para', 'guru', 'buat', 'belajar', 'yg', 'guru', 'nya', 'bisa', 'mengawasi', 'secara', 'langsung', 'saat', 'ad', 'ulangan', 'biar', 'nilai', 'nya', 'murniseperti', 'zoom', 'dll']","['eh', 'jangan', 'salah', 'loh', 'om', 'sejak', 'pembelajaran', 'jarak', 'jauh', 'nilai', 'anak', 'bagus', 'semua', 'karena', 'apakrn', 'emak', 'saudara', 'nya', 'pd', 'ikut', 'ngerjain', 'tugas', 'jadi', 'yang', 'biasa', 'anak', 'nya', 'di', 'sekolah', 'sebelum', 'pandemi', 'nilai', 'nya', 'pas', 'an', 'sejak', 'pandemi', 'nilai', 'nya', 'luar', 'biasa', 'loh', 'wkwkkwk', 'itu', 'seh', 'tidak', 'fair', 'buat', 'yang', 'biasa', 'juara', 'kelas', 'nyajd', 'jangan', 'bilang', 'pjj', 'bikin', 'anak', 'bodoh', 'hehe', 'kalau', 'gw', 'pribadi', 'seh', 'sebagai', 'orang tua', 'merasa', 'aman', 'aja', 'dengan', 'kondisi', 'bgni', 'lebih', 'enak', 'daring', 'wlw', 'pun', 'sedikit', 'merasa', 'di', 'rugikan', 'untuk', 'anak', 'yang', 'mendapatkan', 'nilai', 'bagus', 'yang', 'tidak', 'murni', 'karena', 'banyak', 'bantuan', 'drmhmgkn', 'perlu', 'di', 'modalin', 'aja', 'para', 'guru', 'buat', 'belajar', 'yang', 'guru', 'nya', 'bisa', 'mengawasi', 'secara', 'langsung', 'saat', 'ad', 'ulangan', 'biar', 'nilai', 'nya', 'murniseperti', 'zoom', 'dan lain lain']","['eh', 'salah', 'om', 'pembelajaran', 'jarak', 'nilai', 'anak', 'bagus', 'apakrn', 'emak', 'saudara', 'pd', 'ngerjain', 'tugas', 'anak', 'sekolah', 'pandemi', 'nilai', 'pas', 'an', 'pandemi', 'nilai', 'wkwkkwk', 'seh', 'fair', 'juara', 'kelas', 'nyajd', 'pjj', 'anak', 'bodoh', 'gw', 'pribadi', 'seh', 'orang tua', 'aman', 'kondisi', 'bgni', 'enak', 'daring', 'wlw', 'rugikan', 'anak', 'nilai', 'bagus', 'murni', 'bantuan', 'drmhmgkn', 'modalin', 'guru', 'belajar', 'guru', 'mengawasi', 'langsung', 'ad', 'ulangan', 'nilai', 'murniseperti', 'zoom', 'dan lain lain']","['eh', 'salah', 'om', 'ajar', 'jarak', 'nilai', 'anak', 'bagus', 'apakrn', 'emak', 'saudara', 'pd', 'ngerjain', 'tugas', 'anak', 'sekolah', 'pandemi', 'nilai', 'pas', 'an', 'pandemi', 'nilai', 'wkwkkwk', 'seh', 'fair', 'juara', 'kelas', 'nyajd', 'pjj', 'anak', 'bodoh', 'gw', 'pribadi', 'seh', 'orang tua', 'aman', 'kondisi', 'bgni', 'enak', 'daring', 'wlw', 'rugi', 'anak', 'nilai', 'bagus', 'murni', 'bantu', 'drmhmgkn', 'modalin', 'guru', 'ajar', 'guru', 'awas', 'langsung', 'ad', 'ulang', 'nilai', 'murniseperti', 'zoom', 'dan lain lain']",eh salah om ajar jarak nilai anak bagus apakrn emak saudara pd ngerjain tugas anak sekolah pandemi nilai pas an pandemi nilai wkwkkwk seh fair juara kelas nyajd pjj anak bodoh gw pribadi seh orang tua aman kondisi bgni enak daring wlw rugi anak nilai bagus murni bantu drmhmgkn modalin guru ajar guru awas langsung ad ulang nilai murniseperti zoom dan lain lain
1323,RIANERS 2020,Eh ada Pak Menteri Pendidikan... \nMau ngomongin ide boleh kan Pak ????\n\nKalo tentang pendidikan di masa pandemi ini saya belum bisa ngasih ide soalnya kudu tau banyak hal tentang kondisi di dalamnya\n\nIni mau ngasih ide kalo nti udah selesai pandemi \nGimana kalo MOS (Masa Orientasi Siswa) itu pelaksanaan nya diganti dengan pelatihan dasar militer??\nJadi singkat nya MOS nya dilaksanakan oleh para anggota kepolisian dan anggota militer bukan para senior2 yg seperti biasanya\n\nKalo MOS di SMP itu kepolisian \nKalo MOS di SMA itu militer \nKalo kuliah juga militer tapi 5 hari \nSMP dan SMA 3 hari aja\nKalo bisa sih tiap tahun setiap awal pembelajaran\n\nKalo SMP dilakukan nya sih di sekolahnya aja gitu gk perlu ke hutan \nKalo SMA di sekolah dan hutan \nKalo kuliah lebih banyak di hutan atau luar kampus\n\nDan pastinya kadar militernya ya tingkat rendah aja \nSekedar pelatihan kedisplinan gitu\n\n*Duh abis komentar gini gw bakal dihujat gk ya ? Bakal dibalikin gk ya komentar gw ini?? ??????,positif,2020-08-19T08:33:30Z,positif,Eh ada Pak Menteri Pendidikan... \nMau ngomongin ide boleh kan Pak ????\n\nKalo tentang pendidikan di masa pandemi ini saya belum bisa ngasih ide soalnya kudu tau banyak hal tentang kondisi di dalamnya\n\nIni mau ngasih ide kalo nti udah selesai pandemi \nGimana kalo MOS (Masa Orientasi Siswa) itu pelaksanaan nya diganti dengan pelatihan dasar militer??\nJadi singkat nya MOS nya dilaksanakan oleh para anggota kepolisian dan anggota militer bukan para senior2 yg seperti biasanya\n\nKalo MOS di SMP itu kepolisian \nKalo MOS di SMA itu militer \nKalo kuliah juga militer tapi 5 hari \nSMP dan SMA 3 hari aja\nKalo bisa sih tiap tahun setiap awal pembelajaran\n\nKalo SMP dilakukan nya sih di sekolahnya aja gitu gk perlu ke hutan \nKalo SMA di sekolah dan hutan \nKalo kuliah lebih banyak di hutan atau luar kampus\n\nDan pastinya kadar militernya ya tingkat rendah aja \nSekedar pelatihan kedisplinan gitu\n\n*Duh abis komentar gini gw bakal dihujat gk ya ? Bakal dibalikin gk ya komentar gw ini?? ??????,"['eh', 'ada', 'pak', 'menteri', 'pendidikan', 'mau', 'ngomongin', 'ide', 'boleh', 'kan', 'pak', 'kalo', 'tentang', 'pendidikan', 'di', 'masa', 'pandemi', 'ini', 'saya', 'belum', 'bisa', 'ngasih', 'ide', 'soalnya', 'kudu', 'tau', 'banyak', 'hal', 'tentang', 'kondisi', 'di', 'dalamnya', 'ini', 'mau', 'ngasih', 'ide', 'kalo', 'nti', 'udah', 'selesai', 'pandemi', 'gimana', 'kalo', 'mos', 'masa', 'orientasi', 'siswa', 'itu', 'pelaksanaan', 'nya', 'diganti', 'dengan', 'pelatihan', 'dasar', 'militer', 'jadi', 'singkat', 'nya', 'mos', 'nya', 'dilaksanakan', 'oleh', 'para', 'anggota', 'kepolisian', 'dan', 'anggota', 'militer', 'bukan', 'para', 'senior', 'yg', 'seperti', 'biasanya', 'kalo', 'mos', 'di', 'smp', 'itu', 'kepolisian', 'kalo', 'mos', 'di', 'sma', 'itu', 'militer', 'kalo', 'kuliah', 'juga', 'militer', 'tapi', 'hari', 'smp', 'dan', 'sma', 'hari', 'aja', 'kalo', 'bisa', 'sih', 'tiap', 'tahun', 'setiap', 'awal', 'pembelajaran', 'kalo', 'smp', 'dilakukan', 'nya', 'sih', 'di', 'sekolahnya', 'aja', 'gitu', 'gk', 'perlu', 'ke', 'hutan', 'kalo', 'sma', 'di', 'sekolah', 'dan', 'hutan', 'kalo', 'kuliah', 'lebih', 'banyak', 'di', 'hutan', 'atau', 'luar', 'kampus', 'dan', 'pastinya', 'kadar', 'militernya', 'ya', 'tingkat', 'rendah', 'aja', 'sekedar', 'pelatihan', 'kedisplinan', 'gitu', 'duh', 'abis', 'komentar', 'gini', 'gw', 'bakal', 'dihujat', 'gk', 'ya', 'bakal', 'dibalikin', 'gk', 'ya', 'komentar', 'gw', 'ini']","['eh', 'ada', 'pak', 'menteri', 'pendidikan', 'mau', 'ngomongin', 'ide', 'boleh', 'kan', 'pak', 'kalau', 'tentang', 'pendidikan', 'di', 'masa', 'pandemi', 'ini', 'saya', 'belum', 'bisa', 'ngasih', 'ide', 'soalnya', 'kudu', 'tau', 'banyak', 'hal', 'tentang', 'kondisi', 'di', 'dalamnya', 'ini', 'mau', 'ngasih', 'ide', 'kalau', 'nti', 'sudah', 'selesai', 'pandemi', 'gimana', 'kalau', 'mos', 'masa', 'orientasi', 'siswa', 'itu', 'pelaksanaan', 'nya', 'diganti', 'dengan', 'pelatihan', 'dasar', 'militer', 'jadi', 'singkat', 'nya', 'mos', 'nya', 'dilaksanakan', 'oleh', 'para', 'anggota', 'kepolisian', 'dan', 'anggota', 'militer', 'bukan', 'para', 'senior', 'yang', 'seperti', 'biasanya', 'kalau', 'mos', 'di', 'smp', 'itu', 'kepolisian', 'kalau', 'mos', 'di', 'sama', 'itu', 'militer', 'kalau', 'kuliah', 'juga', 'militer', 'tapi', 'hari', 'smp', 'dan', 'sama', 'hari', 'aja', 'kalau', 'bisa', 'sih', 'tiap', 'tahun', 'setiap', 'awal', 'pembelajaran', 'kalau', 'smp', 'dilakukan', 'nya', 'sih', 'di', 'sekolahnya', 'aja', 'gitu', 'gak', 'perlu', 'ke', 'hutan', 'kalau', 'sama', 'di', 'sekolah', 'dan', 'hutan', 'kalau', 'kuliah', 'lebih', 'banyak', 'di', 'hutan', 'atau', 'luar', 'kampus', 'dan', 'pastinya', 'kadar', 'militernya', 'ya', 'tingkat', 'rendah', 'aja', 'sekedar', 'pelatihan', 'kedisplinan', 'gitu', 'duh', 'abis', 'komentar', 'gini', 'gw', 'bakal', 'dihujat', 'gak', 'ya', 'bakal', 'dibalikin', 'gak', 'ya', 'komentar', 'gw', 'ini']","['eh', 'menteri', 'pendidikan', 'ngomongin', 'ide', 'pendidikan', 'pandemi', 'ngasih', 'ide', 'kudu', 'kondisi', 'dalamnya', 'ngasih', 'ide', 'nti', 'selesai', 'pandemi', 'gimana', 'mos', 'orientasi', 'siswa', 'pelaksanaan', 'diganti', 'pelatihan', 'dasar', 'militer', 'singkat', 'mos', 'dilaksanakan', 'anggota', 'kepolisian', 'anggota', 'militer', 'senior', 'mos', 'smp', 'kepolisian', 'mos', 'militer', 'kuliah', 'militer', 'smp', 'pembelajaran', 'smp', 'sekolahnya', 'gitu', 'hutan', 'sekolah', 'hutan', 'kuliah', 'hutan', 'kampus', 'pastinya', 'kadar', 'militernya', 'tingkat', 'rendah', 'sekedar', 'pelatihan', 'kedisplinan', 'gitu', 'duh', 'abis', 'komentar', 'gini', 'gw', 'dihujat', 'dibalikin', 'komentar', 'gw']","['eh', 'menteri', 'didik', 'ngomongin', 'ide', 'didik', 'pandemi', 'ngasih', 'ide', 'kudu', 'kondisi', 'dalam', 'ngasih', 'ide', 'nti', 'selesai', 'pandemi', 'gimana', 'mos', 'orientasi', 'siswa', 'laksana', 'ganti', 'latih', 'dasar', 'militer', 'singkat', 'mos', 'laksana', 'anggota', 'polisi', 'anggota', 'militer', 'senior', 'mos', 'smp', 'polisi', 'mos', 'militer', 'kuliah', 'militer', 'smp', 'ajar', 'smp', 'sekolah', 'gitu', 'hutan', 'sekolah', 'hutan', 'kuliah', 'hutan', 'kampus', 'pasti', 'kadar', 'militer', 'tingkat', 'rendah', 'dar', 'latih', 'kedisplinan', 'gitu', 'duh', 'abis', 'komentar', 'gin', 'gw', 'hujat', 'dibalikin', 'komentar', 'gw']",eh menteri didik ngomongin ide didik pandemi ngasih ide kudu kondisi dalam ngasih ide nti selesai pandemi gimana mos orientasi siswa laksana ganti latih dasar militer singkat mos laksana anggota polisi anggota militer senior mos smp polisi mos militer kuliah militer smp ajar smp sekolah gitu hutan sekolah hutan kuliah hutan kampus pasti kadar militer tingkat rendah dar latih kedisplinan gitu duh abis komentar gin gw hujat dibalikin komentar gw
1324,asad wijaya,Ee... Maaf.. gni saja intinya kapan anak saya masuk sekolah? Saya Bosen ngerjain PR anak saya.,negatif,2020-08-19T08:33:21Z,negatif,Ee... Maaf.. gni saja intinya kapan anak saya masuk sekolah? Saya Bosen ngerjain PR anak saya.,"['ee', 'maaf', 'gni', 'saja', 'intinya', 'kapan', 'anak', 'saya', 'masuk', 'sekolah', 'saya', 'bosen', 'ngerjain', 'pr', 'anak', 'saya']","['ee', 'maaf', 'gni', 'saja', 'intinya', 'kapan', 'anak', 'saya', 'masuk', 'sekolah', 'saya', 'bosen', 'ngerjain', 'pr', 'anak', 'saya']","['ee', 'maaf', 'gni', 'intinya', 'anak', 'masuk', 'sekolah', 'bosen', 'ngerjain', 'pr', 'anak']","['ee', 'maaf', 'gni', 'inti', 'anak', 'masuk', 'sekolah', 'bosen', 'ngerjain', 'pr', 'anak']",ee maaf gni inti anak masuk sekolah bosen ngerjain pr anak
